GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
12,040,12,,,,,,Florida,18801310,8989580,15982378,7302947,18801310,15982378
